Date,close,open,high,low,涨跌幅,volume,Ticker
2023-12-28,170.3,169.35,170.66,168.99,0.53%,6320000.0,JPM
2023-12-29,170.1,170.0,170.69,169.63,-0.12%,6440000.0,JPM
2024-01-02,172.08,169.09,172.17,168.91,1.16%,9980000.0,JPM
2024-01-03,171.33,171.86,172.04,170.37,-0.44%,9850000.0,JPM
2024-01-04,171.41,170.64,173.35,170.54,0.05%,11970000.0,JPM
2024-01-05,172.27,171.47,173.38,171.47,0.50%,10070000.0,JPM
2024-01-08,172.02,172.02,172.36,169.49,-0.15%,11230000.0,JPM
2024-01-09,170.66,171.62,171.79,170.1,-0.79%,9920000.0,JPM
2024-01-10,171.02,170.0,171.08,168.95,0.21%,9670000.0,JPM
2024-01-11,170.3,170.33,170.36,168.64,-0.42%,11920000.0,JPM
2024-01-12,169.05,173.8,176.31,168.9,-0.73%,19440000.0,JPM
2024-01-16,167.99,164.87,168.09,164.3,-0.63%,17210000.0,JPM
2024-01-17,167.09,167.34,169.07,166.49,-0.54%,11110000.0,JPM
2024-01-18,167.42,167.12,167.53,165.24,0.20%,9380000.0,JPM
2024-01-19,170.31,167.55,170.57,167.08,1.73%,13120000.0,JPM
2024-01-22,170.11,170.46,171.98,169.71,-0.12%,12840000.0,JPM
2024-01-23,168.99,169.67,169.75,168.44,-0.66%,8359999.999999999,JPM
2024-01-24,170.5,169.36,171.01,168.86,0.89%,9970000.0,JPM
2024-01-25,172.94,172.31,172.99,170.9,1.43%,8870000.0,JPM
2024-01-26,172.28,172.61,173.06,171.78,-0.38%,7440000.0,JPM
2024-01-29,172.73,172.24,172.84,171.3,0.26%,6970000.0,JPM
2024-01-30,176.27,172.83,176.76,172.83,2.05%,10820000.0,JPM
2024-01-31,174.36,176.2,178.3,174.34,-1.08%,11520000.0,JPM
2024-02-01,173.73,173.64,174.84,171.43,-0.36%,9350000.0,JPM
2024-02-02,174.73,173.3,175.82,173.26,0.58%,8610000.0,JPM
2024-02-05,174.5,173.86,175.09,172.92,-0.13%,7820000.0,JPM
2024-02-06,175.1,174.61,175.87,173.76,0.34%,6770000.0,JPM
2024-02-07,175.43,175.69,175.87,173.96,0.19%,7230000.0,JPM
2024-02-08,174.8,175.0,175.31,173.57,-0.36%,6060000.0,JPM
2024-02-09,175.01,175.0,175.1,173.67,0.12%,6300000.0,JPM
2024-02-12,175.79,174.78,176.81,173.7,0.45%,8540000.0,JPM
2024-02-13,174.26,175.32,176.23,172.62,-0.87%,8400000.0,JPM
2024-02-14,176.03,175.07,176.1,174.42,1.02%,7060000.0,JPM
2024-02-15,179.87,176.15,180.21,176.15,2.18%,8720000.0,JPM
2024-02-16,179.03,179.61,179.98,178.16,-0.47%,8150000.0,JPM
2024-02-20,179.73,179.19,180.46,178.4,0.39%,9670000.0,JPM
2024-02-21,180.9,179.95,180.99,178.52,0.65%,7030000.0,JPM
2024-02-22,183.07,181.82,183.42,181.24,1.20%,9300000.0,JPM
2024-02-23,183.99,183.81,185.2,183.19,0.50%,7110000.0,JPM
2024-02-26,183.36,183.75,184.46,182.48,-0.34%,7150000.0,JPM
2024-02-27,183.45,183.31,183.54,182.24,0.05%,5720000.0,JPM
2024-02-28,184.38,183.43,185.2,182.96,0.51%,6130000.0,JPM
2024-02-29,186.06,185.66,186.43,183.85,0.91%,9640000.0,JPM
2024-03-01,185.29,185.7,186.44,185.1,-0.41%,6310000.0,JPM
2024-03-04,186.68,184.71,187.59,184.27,0.75%,7060000.0,JPM
2024-03-05,188.55,186.36,189.3,186.36,1.00%,6620000.0,JPM
2024-03-06,189.53,189.25,190.07,187.63,0.52%,7570000.0,JPM
2024-03-07,187.87,189.91,190.5,186.63,-0.88%,7620000.0,JPM
2024-03-08,188.22,188.44,190.46,187.92,0.19%,6170000.0,JPM
2024-03-11,188.29,187.28,188.44,186.22,0.04%,5760000.0,JPM
2024-03-12,189.84,188.95,190.16,187.91,0.82%,5710000.0,JPM
2024-03-13,191.38,190.36,191.73,189.84,0.81%,7800000.0,JPM
2024-03-14,187.97,191.03,191.63,187.1,-1.78%,10310000.0,JPM
2024-03-15,190.3,186.48,190.94,186.48,1.24%,17210000.0,JPM
2024-03-18,192.66,190.63,192.7,189.89,1.24%,9010000.0,JPM
2024-03-19,193.79,192.71,193.93,192.38,0.59%,8480000.0,JPM
2024-03-20,196.33,194.19,196.56,193.61,1.31%,9370000.0,JPM
2024-03-21,199.06,196.52,199.43,196.33,1.39%,11200000.0,JPM
2024-03-22,196.62,199.01,200.48,196.54,-1.23%,8109999.999999999,JPM
2024-03-25,194.82,196.6,196.94,194.36,-0.92%,8620000.0,JPM
2024-03-26,195.73,194.59,196.66,194.06,0.47%,5960000.0,JPM
2024-03-27,199.52,196.5,199.6,196.38,1.94%,8730000.0,JPM
2024-03-28,200.3,199.49,200.72,198.54,0.39%,8630000.0,JPM
2024-04-01,198.94,199.99,200.94,198.57,-0.68%,7310000.0,JPM
2024-04-02,198.86,198.39,199.78,198.08,-0.04%,7010000.0,JPM
2024-04-03,198.3,199.04,199.56,197.7,-0.28%,9350000.0,JPM
2024-04-04,195.65,199.15,199.68,195.55,-1.34%,9240000.0,JPM
2024-04-05,197.45,196.16,198.12,195.11,0.92%,6530000.0,JPM
2024-04-08,198.48,197.62,198.98,197.62,0.52%,8000000.0,JPM
2024-04-09,197.15,198.07,198.88,194.91,-0.67%,7360000.0,JPM
2024-04-10,195.47,195.55,197.07,194.18,-0.85%,7680000.0,JPM
2024-04-11,195.43,196.0,196.57,193.24,-0.02%,10140000.0,JPM
2024-04-12,182.79,188.32,188.93,182.54,-6.47%,31530000.0,JPM
2024-04-15,182.89,184.5,187.46,182.2,0.05%,14770000.0,JPM
2024-04-16,180.8,182.9,183.16,179.65,-1.14%,16450000.0,JPM
2024-04-17,180.08,181.37,182.42,179.2,-0.40%,9020000.0,JPM
2024-04-18,181.25,181.1,183.36,179.97,0.65%,9560000.0,JPM
2024-04-19,185.8,182.4,185.88,181.41,2.51%,13400000.0,JPM
2024-04-22,189.41,185.99,190.13,185.98,1.94%,11530000.0,JPM
2024-04-23,192.14,191.13,192.23,190.52,1.44%,9140000.0,JPM
2024-04-24,193.08,190.53,193.23,190.17,0.49%,6960000.0,JPM
2024-04-25,193.37,192.25,193.93,191.18,0.15%,9800000.0,JPM
2024-04-26,193.49,193.57,194.87,193.06,0.06%,6410000.0,JPM
2024-04-29,193.28,193.48,194.26,192.43,-0.11%,5410000.0,JPM
2024-04-30,191.74,192.81,194.99,191.64,-0.80%,8150000.0,JPM
2024-05-01,191.86,192.27,194.46,190.79,0.06%,7450000.0,JPM
2024-05-02,191.66,193.07,193.5,189.52,-0.10%,6500000.0,JPM
2024-05-03,190.51,192.0,192.53,188.46,-0.60%,8920000.0,JPM
2024-05-06,192.0,191.73,192.2,189.82,0.78%,7910000.0,JPM
2024-05-07,191.75,191.7,192.93,191.65,-0.13%,7690000.0,JPM
2024-05-08,195.65,191.0,196.65,191.0,2.03%,9230000.0,JPM
2024-05-09,197.5,195.17,197.59,195.1,0.95%,7980000.0,JPM
2024-05-10,198.77,198.54,199.34,198.27,0.64%,7530000.0,JPM
2024-05-13,198.73,198.8,199.85,198.04,-0.02%,7050000.0,JPM
2024-05-14,201.51,199.0,201.58,198.16,1.40%,8600000.0,JPM
2024-05-15,202.11,202.01,202.69,199.77,0.30%,8369999.999999999,JPM
2024-05-16,202.47,202.22,204.48,201.99,0.18%,8500000.0,JPM
2024-05-17,204.79,203.81,205.05,202.81,1.15%,9260000.0,JPM
2024-05-20,195.58,204.39,205.88,195.4,-4.50%,17370000.0,JPM
2024-05-21,199.52,197.0,199.9,196.6,2.01%,14420000.0,JPM
2024-05-22,198.31,199.0,200.93,197.69,-0.61%,9430000.0,JPM
2024-05-23,196.92,197.81,198.3,196.07,-0.70%,8070000.0,JPM
2024-05-24,200.71,197.75,200.76,197.56,1.92%,7360000.0,JPM
2024-05-28,199.5,199.86,200.41,198.66,-0.60%,6910000.0,JPM
2024-05-29,198.11,198.0,198.99,196.89,-0.70%,6120000.0,JPM
2024-05-30,199.33,198.56,199.85,198.4,0.62%,6830000.0,JPM
2024-05-31,202.63,199.3,203.3,198.35,1.66%,14420000.0,JPM
2024-06-03,201.82,202.31,202.42,199.19,-0.40%,6440000.0,JPM
2024-06-04,199.16,200.16,201.98,198.28,-1.32%,6850000.0,JPM
2024-06-05,197.26,199.76,199.82,196.92,-0.95%,8350000.0,JPM
2024-06-06,196.91,197.26,198.02,195.33,-0.18%,7640000.0,JPM
2024-06-07,199.95,197.43,200.92,197.01,1.54%,6960000.0,JPM
2024-06-10,199.61,199.24,200.84,198.44,-0.17%,6070000.0,JPM
2024-06-11,194.36,197.91,197.94,193.6,-2.63%,9240000.0,JPM
2024-06-12,191.53,196.0,196.72,191.31,-1.46%,12750000.0,JPM
2024-06-13,193.66,192.32,194.58,190.88,1.11%,8590000.0,JPM
2024-06-14,193.78,191.45,194.86,191.42,0.06%,6870000.0,JPM
2024-06-17,194.98,193.48,195.58,192.64,0.62%,8730000.0,JPM
2024-06-18,197.0,194.6,197.96,194.13,1.04%,9020000.0,JPM
2024-06-20,198.67,196.39,199.45,196.11,0.85%,8730000.0,JPM
2024-06-21,196.3,196.71,197.17,194.22,-1.19%,20970000.0,JPM
2024-06-24,198.88,197.81,199.23,197.1,1.31%,9790000.0,JPM
2024-06-25,198.07,198.09,200.07,197.74,-0.41%,6920000.0,JPM
2024-06-26,197.43,197.45,197.94,196.27,-0.32%,7760000.0,JPM
2024-06-27,199.17,197.44,199.86,196.9,0.88%,7910000.0,JPM
2024-06-28,202.26,200.01,202.6,199.3,1.55%,15310000.0,JPM
2024-07-01,205.45,202.84,207.09,202.66,1.58%,10210000.0,JPM
2024-07-02,208.83,205.29,208.86,204.77,1.65%,7800000.0,JPM
2024-07-03,208.69,209.55,210.38,207.65,-0.07%,5560000.0,JPM
2024-07-05,204.79,206.99,207.37,204.52,-1.87%,8090000.0,JPM
2024-07-08,205.17,205.04,206.9,203.97,0.19%,8710000.0,JPM
2024-07-09,207.63,205.63,209.76,205.45,1.20%,9060000.0,JPM
2024-07-10,207.8,206.14,207.97,205.58,0.08%,8330000.0,JPM
2024-07-11,207.45,206.21,208.1,205.38,-0.17%,10670000.0,JPM
2024-07-12,204.94,204.0,207.45,202.1,-1.21%,15440000.0,JPM
2024-07-15,210.05,207.19,211.61,206.72,2.49%,10720000.0,JPM
2024-07-16,213.62,210.0,213.74,208.08,1.70%,11560000.0,JPM
2024-07-17,216.87,213.8,217.56,213.27,1.52%,11570000.0,JPM
2024-07-18,209.98,215.63,216.63,209.24,-3.18%,12420000.0,JPM
2024-07-19,209.78,211.2,212.35,208.92,-0.10%,8100000.0,JPM
2024-07-22,210.28,210.46,212.17,209.71,0.24%,7660000.0,JPM
2024-07-23,210.33,211.02,211.48,209.35,0.02%,5560000.0,JPM
2024-07-24,208.59,209.55,212.03,208.07,-0.83%,7120000.0,JPM
2024-07-25,208.67,208.65,210.19,208.05,0.04%,6400000.0,JPM
2024-07-26,212.24,209.24,213.16,208.62,1.71%,8029999.999999999,JPM
2024-07-29,210.85,212.65,213.61,210.54,-0.65%,6530000.0,JPM
2024-07-30,215.19,213.23,215.79,212.96,2.06%,8850000.0,JPM
2024-07-31,212.8,214.78,216.39,212.67,-1.11%,9070000.0,JPM
2024-08-01,207.96,213.2,213.83,206.38,-2.27%,10920000.0,JPM
2024-08-02,199.14,203.88,204.67,196.89,-4.24%,18040000.0,JPM
2024-08-05,194.9,194.05,196.17,190.9,-2.13%,13930000.0,JPM
2024-08-06,200.34,195.4,202.6,194.0,2.79%,10610000.0,JPM
2024-08-07,200.4,203.51,205.75,200.2,0.03%,9200000.0,JPM
2024-08-08,204.06,202.47,204.91,201.79,1.83%,7760000.0,JPM
2024-08-09,205.8,203.47,206.47,202.9,0.85%,5540000.0,JPM
2024-08-12,206.19,206.41,207.14,203.66,0.19%,6940000.0,JPM
2024-08-13,207.94,207.73,208.09,205.4,0.85%,6390000.0,JPM
2024-08-14,210.24,207.74,210.76,207.12,1.11%,7000000.0,JPM
2024-08-15,211.55,213.0,213.89,211.1,0.62%,7000000.0,JPM
2024-08-16,213.97,211.69,214.09,211.59,1.14%,7930000.0,JPM
2024-08-19,215.45,214.0,215.53,213.82,0.69%,6090000.0,JPM
2024-08-20,214.52,215.0,216.0,213.68,-0.43%,5640000.0,JPM
2024-08-21,214.6,214.43,215.0,212.84,0.04%,5200000.0,JPM
2024-08-22,216.63,214.58,216.8,214.34,0.95%,5250000.0,JPM
2024-08-23,218.31,217.6,219.19,216.5,0.78%,7210000.0,JPM
2024-08-26,219.17,219.01,219.68,218.05,0.39%,5110000.0,JPM
2024-08-27,220.18,219.51,220.42,219.19,0.46%,5190000.0,JPM
2024-08-28,221.29,219.25,222.21,219.19,0.50%,6510000.0,JPM
2024-08-29,222.21,222.15,222.98,218.94,0.42%,6420000.0,JPM
2024-08-30,224.8,222.5,225.48,221.93,1.17%,8570000.0,JPM
2024-09-03,220.3,222.3,224.1,219.24,-2.00%,8960000.0,JPM
2024-09-04,219.33,221.04,222.07,217.21,-0.44%,7390000.0,JPM
2024-09-05,217.63,220.15,220.8,216.03,-0.78%,8070000.0,JPM
2024-09-06,212.46,217.6,218.74,211.09,-2.38%,7780000.0,JPM
2024-09-09,216.81,215.19,218.15,214.18,2.05%,8940000.0,JPM
2024-09-10,205.56,218.6,218.64,200.61,-5.19%,28410000.0,JPM
2024-09-11,207.23,205.25,207.7,201.83,0.81%,13660000.0,JPM
2024-09-12,206.6,207.65,208.78,204.89,-0.30%,9060000.0,JPM
2024-09-13,204.32,206.86,207.85,203.02,-1.10%,10230000.0,JPM
2024-09-16,207.86,205.83,208.21,205.59,1.73%,8630000.0,JPM
2024-09-17,209.25,207.73,209.93,207.66,0.67%,7570000.0,JPM
2024-09-18,207.53,209.01,211.34,206.7,-0.82%,8260000.0,JPM
2024-09-19,210.48,209.78,211.91,207.34,1.42%,11640000.0,JPM
2024-09-20,211.09,209.93,211.41,209.5,0.29%,20880000.0,JPM
2024-09-23,211.44,211.0,211.8,209.99,0.17%,7220000.0,JPM
2024-09-24,211.59,211.15,212.95,210.37,0.07%,7320000.0,JPM
2024-09-25,210.19,211.68,212.24,208.61,-0.66%,8980000.0,JPM
2024-09-26,209.78,211.13,211.7,209.01,-0.20%,7810000.0,JPM
2024-09-27,210.5,210.65,212.44,209.33,0.34%,7030000.0,JPM
2024-09-30,210.86,206.31,210.96,205.26,0.17%,8670000.0,JPM
2024-10-01,207.04,208.9,209.09,206.19,-1.81%,8540000.0,JPM
2024-10-02,207.29,207.08,208.95,205.69,0.12%,5810000.0,JPM
2024-10-03,205.23,206.17,206.49,204.34,-0.99%,7250000.0,JPM
2024-10-04,211.22,209.3,211.67,206.91,2.92%,10210000.0,JPM
2024-10-07,210.93,211.03,213.33,209.69,-0.14%,6720000.0,JPM
2024-10-08,210.75,210.58,211.33,208.38,-0.09%,6020000.0,JPM
2024-10-09,213.42,209.7,214.24,209.38,1.27%,7020000.0,JPM
2024-10-10,212.84,214.81,214.81,211.47,-0.27%,7930000.0,JPM
2024-10-11,222.29,215.67,224.63,215.16,4.44%,18320000.0,JPM
2024-10-14,221.48,223.2,223.7,218.88,-0.36%,9050000.0,JPM
2024-10-15,222.39,223.66,225.45,221.82,0.41%,9240000.0,JPM
2024-10-16,223.64,222.33,223.68,221.04,0.56%,6380000.0,JPM
2024-10-17,224.42,224.27,225.85,223.31,0.35%,6470000.0,JPM
2024-10-18,225.37,225.0,225.92,223.1,0.42%,7000000.0,JPM
2024-10-21,223.0,225.22,225.7,222.9,-1.05%,5870000.0,JPM
2024-10-22,224.12,223.02,225.28,221.1,0.50%,9590000.0,JPM
2024-10-23,223.41,223.66,224.8,222.53,-0.32%,6180000.0,JPM
2024-10-24,224.98,221.83,225.06,221.66,0.70%,6000000.0,JPM
2024-10-25,222.31,225.0,225.62,220.88,-1.19%,6370000.0,JPM
2024-10-28,225.5,223.35,225.64,222.95,1.43%,6840000.0,JPM
2024-10-29,222.9,225.21,226.75,222.81,-1.15%,6580000.0,JPM
2024-10-30,224.41,222.54,226.31,221.58,0.68%,7110000.0,JPM
2024-10-31,221.92,224.7,225.69,221.82,-1.11%,7830000.0,JPM
2024-11-01,222.94,223.56,226.15,222.7,0.46%,6920000.0,JPM
2024-11-04,219.78,222.65,223.76,219.17,-1.42%,8230000.0,JPM
2024-11-05,221.49,220.03,221.96,220.0,0.78%,5600000.0,JPM
2024-11-06,247.06,235.0,248.0,234.77,11.54%,23990000.0,JPM
2024-11-07,236.38,244.5,244.57,235.22,-4.32%,16450000.0,JPM
2024-11-08,236.98,239.34,239.34,235.78,0.25%,9500000.0,JPM
2024-11-11,239.29,240.0,242.1,239.0,0.97%,9020000.0,JPM
2024-11-12,239.56,240.55,241.46,238.76,0.11%,6860000.0,JPM
2024-11-13,241.16,240.58,244.09,240.31,0.67%,11470000.0,JPM
2024-11-14,241.87,242.41,244.29,241.05,0.29%,10170000.0,JPM
2024-11-15,245.31,241.46,246.42,241.46,1.42%,11520000.0,JPM
2024-11-18,245.03,247.76,247.93,242.68,-0.11%,9050000.0,JPM
2024-11-19,243.09,242.25,245.15,241.55,-0.79%,6790000.0,JPM
2024-11-20,240.78,244.4,244.61,238.64,-0.95%,9020000.0,JPM
2024-11-21,244.76,243.23,245.49,242.1,1.65%,8780000.0,JPM
2024-11-22,248.55,243.61,249.15,243.03,1.55%,8000000.0,JPM
2024-11-25,250.29,249.59,254.31,249.06,0.70%,10300000.0,JPM
2024-11-26,249.97,250.49,251.0,248.34,-0.13%,6210000.0,JPM
2024-11-27,249.79,249.35,251.19,248.77,-0.07%,5470000.0,JPM
2024-11-29,249.72,249.86,251.77,249.45,-0.03%,5490000.0,JPM
2024-12-02,246.25,249.55,250.25,245.03,-1.39%,8900000.0,JPM
2024-12-03,244.82,248.23,249.04,244.63,-0.58%,6660000.0,JPM
2024-12-04,243.4,244.7,245.35,242.23,-0.58%,7350000.0,JPM
2024-12-05,245.48,245.39,247.18,244.62,0.85%,6570000.0,JPM
2024-12-06,247.36,245.7,247.74,244.84,0.77%,5520000.0,JPM
2024-12-09,243.81,247.13,247.87,243.76,-1.44%,7080000.0,JPM
2024-12-10,242.86,243.89,247.96,242.22,-0.39%,9110000.0,JPM
2024-12-11,243.53,244.0,244.27,242.18,0.28%,7880000.0,JPM
2024-12-12,241.53,243.0,244.1,241.04,-0.82%,6110000.0,JPM
2024-12-13,239.94,242.07,242.71,239.14,-0.66%,10390000.0,JPM
2024-12-16,239.58,240.61,240.67,237.52,-0.15%,9030000.0,JPM
2024-12-17,238.36,238.65,239.02,236.63,-0.51%,8080000.0,JPM
2024-12-18,230.37,239.0,239.07,229.53,-3.35%,11320000.0,JPM
2024-12-19,232.96,232.27,236.36,232.27,1.12%,11790000.0,JPM
2024-12-20,237.6,231.92,239.21,231.59,1.99%,32350000.0,JPM
2024-12-23,238.39,236.07,238.62,234.88,0.33%,8610000.0,JPM
2024-12-24,242.31,239.43,242.49,239.07,1.64%,3730000.0,JPM
2024-12-26,243.14,241.43,243.26,240.79,0.34%,4450000.0,JPM
2024-12-27,241.17,242.72,243.39,240.04,-0.81%,5730000.0,JPM
2024-12-30,239.32,238.77,240.84,237.11,-0.77%,5720000.0,JPM
2024-12-31,239.71,240.05,241.44,239.03,0.16%,4870000.0,JPM
2025-01-02,240.0,240.92,243.28,239.45,0.12%,9220000.0,JPM
2025-01-03,243.28,243.89,244.88,240.26,1.37%,9490000.0,JPM
2025-01-06,240.85,243.7,245.69,240.58,-1.00%,9920000.0,JPM
2025-01-07,243.17,242.14,245.26,240.9,0.96%,8750000.0,JPM
2025-01-08,243.13,242.75,244.25,240.5,-0.02%,8680000.0,JPM
2025-01-10,239.87,243.09,243.81,238.74,-1.34%,10260000.0,JPM
2025-01-13,244.21,239.67,244.54,239.0,1.81%,10010000.0,JPM
2025-01-14,247.47,242.66,247.72,242.19,1.33%,12410000.0,JPM
2025-01-15,252.35,250.4,253.67,243.68,1.97%,18450000.0,JPM
2025-01-16,254.27,254.0,257.04,252.33,0.76%,15290000.0,JPM
2025-01-17,259.16,254.14,260.62,252.14,1.92%,17680000.0,JPM
2025-01-21,263.03,260.07,264.25,259.5,1.49%,13710000.0,JPM
2025-01-22,262.84,262.9,263.38,260.25,-0.07%,9020000.0,JPM
2025-01-23,265.95,264.69,266.86,263.81,1.18%,10750000.0,JPM
2025-01-24,264.84,263.69,267.1,263.01,-0.42%,7670000.0,JPM
2025-01-27,265.85,264.17,265.97,262.26,0.38%,7520000.0,JPM
2025-01-28,267.14,265.85,267.33,264.83,0.49%,7380000.0,JPM
2025-01-29,266.58,267.21,270.68,265.61,-0.21%,7680000.0,JPM
2025-01-30,268.23,268.63,269.7,266.62,0.62%,8750000.0,JPM
2025-01-31,267.3,269.23,270.82,266.96,-0.35%,7200000.0,JPM
2025-02-03,266.81,261.83,268.17,261.7,-0.18%,8380000.000000001,JPM
2025-02-04,267.94,269.84,269.84,266.83,0.42%,5630000.0,JPM
2025-02-05,270.43,268.91,270.64,268.33,0.93%,5700000.0,JPM
2025-02-06,276.9,272.45,276.98,271.19,2.39%,7260000.0,JPM
2025-02-07,275.8,277.27,278.55,274.71,-0.40%,6860000.0,JPM
2025-02-10,271.04,276.15,276.18,269.59,-1.73%,8630000.0,JPM
2025-02-11,274.99,270.26,276.22,269.66,1.46%,7200000.0,JPM
2025-02-12,275.45,274.08,276.45,273.25,0.17%,6680000.0,JPM
2025-02-13,276.32,275.5,276.97,273.81,0.32%,8400000.0,JPM
2025-02-14,276.59,277.37,279.23,276.45,0.10%,5690000.0,JPM
2025-02-18,279.95,276.76,279.97,276.02,1.21%,7920000.0,JPM
2025-02-19,279.25,278.38,280.25,277.22,-0.25%,7010000.0,JPM
2025-02-20,266.8,278.67,278.74,265.73,-4.46%,13850000.0,JPM
2025-02-21,264.24,268.32,269.2,262.84,-0.96%,12840000.0,JPM
2025-02-24,261.34,265.49,267.0,258.61,-1.10%,10370000.0,JPM
2025-02-25,257.4,262.23,263.0,253.35,-1.51%,9610000.0,JPM
2025-02-26,258.79,257.16,260.91,256.93,0.54%,5940000.0,JPM
2025-02-27,259.05,260.18,263.64,257.86,0.10%,8199999.999999999,JPM
2025-02-28,264.65,260.73,264.81,257.89,2.16%,10470000.0,JPM
2025-03-03,260.62,264.0,266.32,257.82,-1.52%,9060000.0,JPM
2025-03-04,250.25,255.28,257.23,245.95,-3.98%,13470000.0,JPM
2025-03-05,251.53,251.25,253.05,247.83,0.51%,7860000.0,JPM
2025-03-06,246.54,248.11,249.36,243.85,-1.98%,9980000.0,JPM
2025-03-07,242.28,245.23,246.72,239.42,-1.73%,20500000.0,JPM
2025-03-10,232.22,236.21,237.51,228.7,-4.15%,18890000.0,JPM
2025-03-11,229.14,231.74,233.32,226.69,-1.33%,18140000.0,JPM
2025-03-12,227.9,234.0,234.32,227.26,-0.54%,16050000.0,JPM
2025-03-13,225.19,229.3,229.5,224.23,-1.19%,16469999.999999998,JPM
2025-03-14,232.44,228.12,233.14,227.58,3.22%,11960000.0,JPM
2025-03-17,233.93,231.18,235.67,230.46,0.64%,9590000.0,JPM
2025-03-18,234.97,234.32,236.17,233.52,0.44%,10340000.0,JPM
2025-03-19,239.11,235.74,242.33,234.89,1.76%,10120000.0,JPM
2025-03-20,239.01,236.56,241.76,236.2,-0.04%,8330000.0,JPM
2025-03-21,241.63,237.81,242.3,236.5,1.10%,19330000.0,JPM
2025-03-24,248.06,245.48,248.69,244.41,2.66%,9420000.0,JPM
2025-03-25,251.13,249.31,251.82,247.62,1.24%,9290000.0,JPM
2025-03-26,251.03,252.6,254.67,249.78,-0.04%,12790000.0,JPM
2025-03-27,248.12,249.52,250.64,247.18,-1.16%,8020000.0,JPM
2025-03-28,242.85,246.94,249.51,241.11,-2.12%,11980000.0,JPM
2025-03-31,245.3,239.41,245.86,237.36,1.01%,13600000.0,JPM
2025-04-01,243.66,242.62,245.69,240.88,-0.67%,8050000.000000001,JPM
2025-04-02,245.82,241.6,247.24,241.46,0.89%,7760000.0,JPM
2025-04-03,228.69,234.27,235.14,227.3,-6.97%,17190000.0,JPM
2025-04-04,210.28,215.3,217.7,208.93,-8.05%,27170000.0,JPM
2025-04-07,214.44,205.77,222.05,202.16,1.98%,22910000.0,JPM
2025-04-08,216.87,223.52,227.84,213.25,1.13%,19490000.0,JPM
2025-04-09,234.34,212.5,237.48,211.0,8.06%,24020000.0,JPM
2025-04-10,227.11,230.0,230.35,220.1,-3.09%,18900000.0,JPM
2025-04-11,236.2,226.31,238.57,225.0,4.00%,20280000.0,JPM
2025-04-14,234.72,237.1,239.78,233.63,-0.63%,13020000.0,JPM
2025-04-15,233.13,236.1,238.65,232.82,-0.68%,10910000.0,JPM
2025-04-16,229.61,232.0,233.58,227.93,-1.51%,9320000.0,JPM
2025-04-17,231.96,230.8,234.34,230.55,1.02%,9560000.0,JPM
2025-04-21,228.99,230.63,231.81,226.34,-1.28%,8720000.0,JPM
2025-04-22,235.59,231.98,235.99,231.37,2.88%,10700000.0,JPM
2025-04-23,240.88,240.22,246.79,240.0,2.25%,14130000.0,JPM
2025-04-24,244.64,239.74,245.47,237.58,1.56%,9060000.0,JPM
2025-04-25,243.55,244.65,245.62,241.75,-0.45%,8590000.0,JPM
2025-04-28,243.22,244.56,246.84,240.84,-0.14%,7390000.0,JPM
2025-04-29,244.62,242.19,245.25,241.69,0.58%,7220000.0,JPM
2025-04-30,244.62,241.21,245.22,238.43,0.00%,12990000.0,JPM
2025-05-01,246.89,242.84,248.45,242.17,0.93%,8690000.0,JPM
2025-05-02,252.51,251.26,253.62,249.46,2.28%,7170000.0,JPM
2025-05-05,252.56,251.18,255.16,250.59,0.02%,5450000.0,JPM
2025-05-06,249.25,250.0,252.65,249.0,-1.31%,6370000.0,JPM
2025-05-07,249.39,249.85,252.45,248.83,0.06%,8720000.0,JPM
2025-05-08,253.47,251.57,255.88,251.55,1.64%,8320000.0,JPM
2025-05-09,253.08,254.5,255.51,252.34,-0.15%,5090000.0,JPM
2025-05-12,260.05,262.9,263.6,258.7,2.75%,9600000.0,JPM
2025-05-13,263.01,261.03,263.67,260.39,1.14%,8590000.0,JPM
2025-05-14,265.64,263.0,266.64,262.29,1.00%,8640000.0,JPM
2025-05-15,267.49,266.97,269.52,264.76,0.70%,9210000.0,JPM
2025-05-16,267.56,267.5,268.46,264.71,0.03%,8930000.0,JPM
2025-05-19,264.88,265.55,268.32,261.93,-1.00%,12150000.0,JPM
2025-05-20,265.68,262.52,266.66,262.3,0.30%,8440000.0,JPM
2025-05-21,261.04,264.35,265.65,260.73,-1.75%,7460000.0,JPM
2025-05-22,260.67,259.44,262.3,258.87,-0.14%,6510000.0,JPM
2025-05-23,260.71,256.81,261.99,256.0,0.02%,6670000.0,JPM
2025-05-27,265.29,262.04,265.3,261.99,1.76%,7510000.0,JPM
2025-05-28,263.49,266.24,266.72,262.9,-0.68%,5540000.0,JPM
2025-05-29,264.37,264.8,265.41,262.53,0.33%,5080000.0,JPM
2025-05-30,264.0,263.45,265.33,262.73,-0.14%,10980000.0,JPM
2025-06-02,264.66,263.02,265.03,261.9,0.25%,6010000.0,JPM
2025-06-03,266.27,263.73,266.58,262.88,0.61%,7000000.0,JPM
2025-06-04,264.22,265.92,267.12,264.18,-0.77%,5920000.0,JPM
2025-06-05,261.95,264.74,264.74,260.31,-0.86%,8180000.0,JPM
2025-06-06,265.73,264.33,266.65,264.26,1.44%,7740000.0,JPM
2025-06-09,266.74,266.0,267.9,263.35,0.38%,8289999.999999999,JPM
2025-06-10,268.6,265.88,268.9,265.85,0.70%,7540000.0,JPM
